id,species,genus,family,order,class,phylum,accession
MitoFish_mf_000513,Biwia zezera,Biwia,Gobionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000513
MitoFish_mf_000516,Solea senegalensis,Solea,Soleidae,Pleuronectiformes,Actinopteri,Chordata,MitoFish_mf_000516
MitoFish_mf_000517,Solenostomus cyanopterus,Solenostomus,Solenostomidae,Syngnathiformes,Actinopteri,Chordata,MitoFish_mf_000517
MitoFish_mf_000518,Stylephorus chordatus,Stylephorus,Stylephoridae,Stylephoriformes,Actinopteri,Chordata,MitoFish_mf_000518
MitoFish_mf_000519,Stylephorus chordatus,Stylephorus,Stylephoridae,Stylephoriformes,Actinopteri,Chordata,MitoFish_mf_000519
MitoFish_mf_000520,Lophiodes caulinaris,Lophiodes,Lophiidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000520
MitoFish_mf_000521,Sladenia gardineri,Sladenia,Lophiidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000521
MitoFish_mf_000526,Brachionichthys hirsutus,Brachionichthys,Brachionichthyidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000526
MitoFish_mf_000527,Chaunax pictus,Chaunax,Chaunacidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000527
MitoFish_mf_000528,Coelophrys brevicaudata,Coelophrys,Ogcocephalidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000528
MitoFish_mf_000529,Zalieutes elater,Zalieutes,Ogcocephalidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000529
MitoFish_mf_000531,Neoceratias spinifer,Neoceratias,Neoceratiidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000531
MitoFish_mf_000532,Melanocetus johnsonii,Melanocetus,Melanocetidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000532
MitoFish_mf_000533,Himantolophus albinares,Himantolophus,Himantolophidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000533
MitoFish_mf_000534,Himantolophus groenlandicus,Himantolophus,Himantolophidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000534
MitoFish_mf_000535,Bufoceratias thele,Bufoceratias,Diceratiidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000535
MitoFish_mf_000536,Diceratias pileatus,Diceratias,Diceratiidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000536
MitoFish_mf_000537,Oneirodes thompsoni,Oneirodes,Oneirodidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000537
MitoFish_mf_000538,Puck pinnata,Puck,Oneirodidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000538
MitoFish_mf_000539,Chaenophryne melanorhabdus,Chaenophryne,Oneirodidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000539
MitoFish_mf_000540,Bertella idiomorpha,Bertella,Oneirodidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000540
MitoFish_mf_000541,Thaumatichthys pagidostomus,Thaumatichthys,Thaumatichthyidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000541
MitoFish_mf_000542,Lasiognathus sp. NMMBP 9030,Lasiognathus,Thaumatichthyidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000542
MitoFish_mf_000543,Centrophryne spinulosa,Centrophryne,Centrophrynidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000543
MitoFish_mf_000546,Gigantactis vanhoeffeni,Gigantactis,Gigantactinidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000546
MitoFish_mf_000547,Rhynchactis macrothrix,Rhynchactis,Gigantactinidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000547
MitoFish_mf_000548,Linophryne bicornis,Linophryne,Linophrynidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000548
MitoFish_mf_000550,Haplophryne mollis,Haplophryne,Linophrynidae,Lophiiformes,Actinopteri,Chordata,MitoFish_mf_000550
MitoFish_mf_000584,Pagellus bogaraveo,Pagellus,Sparidae,Spariformes,Actinopteri,Chordata,MitoFish_mf_000584
MitoFish_mf_000585,Pomatomus saltatrix,Pomatomus,Pomatomidae,Scombriformes,Actinopteri,Chordata,MitoFish_mf_000585
MitoFish_mf_000586,Echeneis naucrates,Echeneis,Echeneidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000586
MitoFish_mf_000587,Rachycentron canadum,Rachycentron,Rachycentridae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000587
MitoFish_mf_000588,Coryphaena equiselis,Coryphaena,Coryphaenidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000588
MitoFish_mf_000589,Coryphaena hippurus,Coryphaena,Coryphaenidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000589
MitoFish_mf_000590,Mene maculata,Mene,Menidae,Euteleosteomorpha,Actinopteri,Chordata,MitoFish_mf_000590
MitoFish_mf_000591,Gazza minuta,Gazza,Leiognathidae,Chaetodontiformes,Actinopteri,Chordata,MitoFish_mf_000591
MitoFish_mf_000592,Nuchequula nuchalis,Nuchequula,Leiognathidae,Chaetodontiformes,Actinopteri,Chordata,MitoFish_mf_000592
MitoFish_mf_000593,Lobotes surinamensis,Lobotes,Lobotidae,Lobotiformes,Actinopteri,Chordata,MitoFish_mf_000593
MitoFish_mf_000595,Diagramma picta,Diagramma,Haemulidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_000595
MitoFish_mf_000596,Spicara maena,Spicara,Centracanthidae,Spariformes,Actinopteri,Chordata,MitoFish_mf_000596
MitoFish_mf_000597,Lethrinus obsoletus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,MitoFish_mf_000597
MitoFish_mf_000598,Nemipterus bathybius,Nemipterus,Nemipteridae,Spariformes,Actinopteri,Chordata,MitoFish_mf_000598
MitoFish_mf_000599,Polydactylus plebeius,Polydactylus,Polynemidae,Euteleosteomorpha,Actinopteri,Chordata,MitoFish_mf_000599
MitoFish_mf_000600,Polynemus paradiseus,Polynemus,Polynemidae,Euteleosteomorpha,Actinopteri,Chordata,MitoFish_mf_000600
MitoFish_mf_000601,Upeneus tragula,Upeneus,Mullidae,Syngnathiformes,Actinopteri,Chordata,MitoFish_mf_000601
MitoFish_mf_000602,Upeneus japonicus,Upeneus,Mullidae,Syngnathiformes,Actinopteri,Chordata,MitoFish_mf_000602
MitoFish_mf_000603,Pempheris schwenkii,Pempheris,Pempheridae,Pempheriformes,Actinopteri,Chordata,MitoFish_mf_000603
MitoFish_mf_000604,Bathyclupea argentea,Bathyclupea,Bathyclupeidae,Pempheriformes,Actinopteri,Chordata,MitoFish_mf_000604
MitoFish_mf_000605,Oryzias sarasinorum,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000605
MitoFish_mf_000606,Hyporhamphus sajori,Hyporhamphus,Hemiramphidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000606
MitoFish_mf_000607,Menidia menidia,Menidia,Atherinopsidae,Atheriniformes,Actinopteri,Chordata,MitoFish_mf_000607
MitoFish_mf_000608,Odontesthes sp. Odsp-001,Odontesthes,Atherinopsidae,Atheriniformes,Actinopteri,Chordata,MitoFish_mf_000608
MitoFish_mf_000609,Aplocheilus panchax,Aplocheilus,Aplocheilidae,Cyprinodontiformes,Actinopteri,Chordata,MitoFish_mf_000609
MitoFish_mf_000610,Iso hawaiiensis,Iso,Isonidae,Atheriniformes,Actinopteri,Chordata,MitoFish_mf_000610
MitoFish_mf_000611,Ablennes hians,Ablennes,Belonidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000611
MitoFish_mf_000612,Micropterus dolomieu,Micropterus,Centrarchidae,Centrarchiformes,Actinopteri,Chordata,MitoFish_mf_000612
MitoFish_mf_000614,Carassius auratus auratus,Carassius,Cyprinidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000614
MitoFish_mf_000615,Culaea inconstans,Culaea,Gasterosteidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000615
MitoFish_mf_000616,Apeltes quadracus,Apeltes,Gasterosteidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000616
MitoFish_mf_000617,Aulichthys japonicus,Aulichthys,Aulorhynchidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000617
MitoFish_mf_000618,Spinachia spinachia,Spinachia,Gasterosteidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000618
MitoFish_mf_000619,Gasterosteus wheatlandi,Gasterosteus,Gasterosteidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000619
MitoFish_mf_000620,Pungitius pungitius,Pungitius,Gasterosteidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000620
MitoFish_mf_000624,Anguilla luzonensis,Anguilla,Anguillidae,Anguilliformes,Actinopteri,Chordata,MitoFish_mf_000624
MitoFish_mf_000625,Xiphias gladius,Xiphias,Xiphiidae,Istiophoriformes,Actinopteri,Chordata,MitoFish_mf_000625
MitoFish_mf_000626,Kajikia audax,Kajikia,Istiophoridae,Istiophoriformes,Actinopteri,Chordata,MitoFish_mf_000626
MitoFish_mf_000632,Scomber colias,Scomber,Scombridae,Scombriformes,Actinopteri,Chordata,MitoFish_mf_000632
MitoFish_mf_000634,Parabotia curta,Parabotia,Botiidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000634
MitoFish_mf_000636,Oryzias luzonensis,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000636
MitoFish_mf_000637,Oryzias latipes,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000637
MitoFish_mf_000638,Oryzias latipes,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000638
MitoFish_mf_000639,Oryzias javanicus,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000639
MitoFish_mf_000640,Oryzias minutillus,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000640
MitoFish_mf_000641,Oryzias dancena,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000641
MitoFish_mf_000642,Oryzias celebensis,Oryzias,Adrianichthyidae,Beloniformes,Actinopteri,Chordata,MitoFish_mf_000642
MitoFish_mf_000645,Seriola quinqueradiata,Seriola,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000645
MitoFish_mf_000646,Seriola lalandi,Seriola,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000646
MitoFish_mf_000647,Seriola dumerili,Seriola,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000647
MitoFish_mf_000648,Seriola rivoliana,Seriola,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000648
MitoFish_mf_000649,Protopterus aethiopicus,Protopterus,Protopteridae,Ceratodontiformes,Sarcopterygii,Chordata,MitoFish_mf_000649
MitoFish_mf_000650,Chlamydoselachus anguineus,Chlamydoselachus,Chlamydoselachidae,Hexanchiformes,Chondrichthyes,Chordata,MitoFish_mf_000650
MitoFish_mf_000651,Heptranchias perlo,Heptranchias,Hexanchidae,Hexanchiformes,Chondrichthyes,Chordata,MitoFish_mf_000651
MitoFish_mf_000652,Notorynchus cepedianus,Notorynchus,Hexanchidae,Hexanchiformes,Chondrichthyes,Chordata,MitoFish_mf_000652
MitoFish_mf_000653,Hexanchus griseus,Hexanchus,Hexanchidae,Hexanchiformes,Chondrichthyes,Chordata,MitoFish_mf_000653
MitoFish_mf_000654,Hexanchus nakamurai,Hexanchus,Hexanchidae,Hexanchiformes,Chondrichthyes,Chordata,MitoFish_mf_000654
MitoFish_mf_000655,Somniosus pacificus,Somniosus,Somniosidae,Squaliformes,Chondrichthyes,Chordata,MitoFish_mf_000655
MitoFish_mf_000656,Pseudotriakis microdon,Pseudotriakis,Pseudotriakidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000656
MitoFish_mf_000657,Lethenteron reissneri,Lethenteron,Petromyzontidae,Petromyzontiformes,Hyperoartia,Chordata,MitoFish_mf_000657
MitoFish_mf_000661,Stiphodon alcedo,Stiphodon,Gobiidae,Gobiiformes,Actinopteri,Chordata,MitoFish_mf_000661
MitoFish_mf_000662,Megalobrama terminalis,Megalobrama,Xenocyprididae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000662
MitoFish_mf_000663,Oreoleuciscus potanini,Oreoleuciscus,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000663
MitoFish_mf_000664,Phoxinus oxycephalus jouyi,Phoxinus,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000664
MitoFish_mf_000665,Tribolodon brandtii,Tribolodon,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000665
MitoFish_mf_000666,Tribolodon brandtii,Tribolodon,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000666
MitoFish_mf_000667,Tribolodon hakonensis,Tribolodon,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000667
MitoFish_mf_000668,Tribolodon sachalinensis,Tribolodon,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000668
MitoFish_mf_000669,Protomyctophum arcticum,Protomyctophum,Myctophidae,Myctophiformes,Actinopteri,Chordata,MitoFish_mf_000669
MitoFish_mf_000671,Phoxinus phoxinus,Phoxinus,Leuciscidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000671
MitoFish_mf_000672,Pristiophorus japonicus,Pristiophorus,Pristiophoridae,Pristiophoriformes,Chondrichthyes,Chordata,MitoFish_mf_000672
MitoFish_mf_000673,Dissostichus eleginoides,Dissostichus,Nototheniidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000673
MitoFish_mf_000674,Pseudopentaceros richardsoni,Pseudopentaceros,Pentacerotidae,Pempheriformes,Actinopteri,Chordata,MitoFish_mf_000674
MitoFish_mf_000675,Helicolenus avius,Helicolenus,Sebastidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000675
MitoFish_mf_000676,Pentaceros japonicus,Pentaceros,Pentacerotidae,Pempheriformes,Actinopteri,Chordata,MitoFish_mf_000676
MitoFish_mf_000677,Pentaceros wheeleri,Pentaceros,Pentacerotidae,Pempheriformes,Actinopteri,Chordata,MitoFish_mf_000677
MitoFish_mf_000678,Pleurogrammus azonus,Pleurogrammus,Hexagrammidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000678
MitoFish_mf_000686,Schedophilus velaini,Schedophilus,Centrolophidae,Scombriformes,Actinopteri,Chordata,MitoFish_mf_000686
MitoFish_mf_000687,Hyperoglyphe japonica,Hyperoglyphe,Centrolophidae,Scombriformes,Actinopteri,Chordata,MitoFish_mf_000687
MitoFish_mf_000688,Pleurogrammus monopterygius,Pleurogrammus,Hexagrammidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000688
MitoFish_mf_000735,Hexagrammos agrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000735
MitoFish_mf_000736,Hexagrammos otakii,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000736
MitoFish_mf_000738,Cobitis lutheri,Cobitis,Cobitidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000738
MitoFish_mf_000739,Silurus soldatovi,Silurus,Siluridae,Siluriformes,Actinopteri,Chordata,MitoFish_mf_000739
MitoFish_mf_000741,Helostoma temminkii,Helostoma,Helostomatidae,Anabantiformes,Actinopteri,Chordata,MitoFish_mf_000741
MitoFish_mf_000742,Pethia conchonius,Pethia,Cyprinidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000742
MitoFish_mf_000822,Paracheirodon axelrodi,Paracheirodon,Characidae,Characiformes,Actinopteri,Chordata,MitoFish_mf_000822
MitoFish_mf_000823,Poecilia reticulata,Poecilia,Poeciliidae,Cyprinodontiformes,Actinopteri,Chordata,MitoFish_mf_000823
MitoFish_mf_000824,Sperata seenghala,Sperata,Bagridae,Siluriformes,Actinopteri,Chordata,MitoFish_mf_000824
MitoFish_mf_000825,Eutropiichthys vacha,Eutropiichthys,Schilbidae,Siluriformes,Actinopteri,Chordata,MitoFish_mf_000825
MitoFish_mf_000826,Betta pi,Betta,Osphronemidae,Anabantiformes,Actinopteri,Chordata,MitoFish_mf_000826
MitoFish_mf_000827,Rasbora borapetensis,Rasbora,Danionidae,Cypriniformes,Actinopteri,Chordata,MitoFish_mf_000827
MitoFish_mf_000831,Eptatretus burgeri,Eptatretus,Myxinidae,Myxiniformes,Myxini,Chordata,MitoFish_mf_000831
MitoFish_mf_000832,Rhinochimaera africana,Rhinochimaera,Rhinochimaeridae,Chimaeriformes,Chondrichthyes,Chordata,MitoFish_mf_000832
MitoFish_mf_000833,Chimaera phantasma,Chimaera,Chimaeridae,Chimaeriformes,Chondrichthyes,Chordata,MitoFish_mf_000833
MitoFish_mf_000834,Heterodontus japonicus,Heterodontus,Heterodontidae,Heterodontiformes,Chondrichthyes,Chordata,MitoFish_mf_000834
MitoFish_mf_000835,Orectolobus japonicus,Orectolobus,Orectolobidae,Orectolobiformes,Chondrichthyes,Chordata,MitoFish_mf_000835
MitoFish_mf_000836,Rhincodon typus,Rhincodon,Rhincodontidae,Orectolobiformes,Chondrichthyes,Chordata,MitoFish_mf_000836
MitoFish_mf_000837,Odontaspis ferox,Odontaspis,Odontaspididae,Lamniformes,Chondrichthyes,Chordata,MitoFish_mf_000837
MitoFish_mf_000838,Alopias pelagicus,Alopias,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MitoFish_mf_000838
MitoFish_mf_000839,Isurus oxyrinchus,Isurus,Alopiidae,Lamniformes,Chondrichthyes,Chordata,MitoFish_mf_000839
MitoFish_mf_000840,Hemitriakis complicofasciata,Hemitriakis,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000840
MitoFish_mf_000841,Mustelus griseus,Mustelus,Triakidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000841
MitoFish_mf_000842,Carcharhinus albimarginatus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000842
MitoFish_mf_000843,Carcharhinus brachyurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000843
MitoFish_mf_000844,Carcharhinus brevipinna,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000844
MitoFish_mf_000845,Carcharhinus tjutjot,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000845
MitoFish_mf_000846,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000846
MitoFish_mf_000847,Carcharhinus leucas,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000847
MitoFish_mf_000849,Carcharhinus obscurus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000849
MitoFish_mf_000850,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000850
MitoFish_mf_000851,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000851
MitoFish_mf_000852,Prionace glauca,Prionace,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000852
MitoFish_mf_000853,Sphyrna zygaena,Sphyrna,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000853
MitoFish_mf_000854,Triaenodon obesus,Triaenodon,Carcharhinidae,Carcharhiniformes,Chondrichthyes,Chordata,MitoFish_mf_000854
MitoFish_mf_000857,Cirrhigaleus barbifer,Cirrhigaleus,Squalidae,Squaliformes,Chondrichthyes,Chordata,MitoFish_mf_000857
MitoFish_mf_000858,Etmopterus brachyurus,Etmopterus,Etmopteridae,Squaliformes,Chondrichthyes,Chordata,MitoFish_mf_000858
MitoFish_mf_000859,Squatina japonica,Squatina,Squatinidae,NA,Chondrichthyes,Chordata,MitoFish_mf_000859
MitoFish_mf_000861,Tetronarce tokionis,Tetronarce,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,MitoFish_mf_000861
MitoFish_mf_000862,Rhina ancylostoma,Rhina,Rhinidae,Pristiformes/Rhiniformes group,Chondrichthyes,Chordata,MitoFish_mf_000862
MitoFish_mf_000863,Rhynchobatus djiddensis,Rhynchobatus,Rhynchobatidae,Pristiformes/Rhiniformes group,Chondrichthyes,Chordata,MitoFish_mf_000863
MitoFish_mf_000864,Dipturus macrocauda,Dipturus,Rajidae,Rajiformes,Chondrichthyes,Chordata,MitoFish_mf_000864
MitoFish_mf_000865,Raja pulchra,Raja,Rajidae,Rajiformes,Chondrichthyes,Chordata,MitoFish_mf_000865
MitoFish_mf_000866,Plesiobatis daviesi,Plesiobatis,Plesiobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000866
MitoFish_mf_000869,Bathytoshia brevicaudata,Bathytoshia,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000869
MitoFish_mf_000870,Bathytoshia lata,Bathytoshia,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000870
MitoFish_mf_000871,Himantura uarnak,Himantura,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000871
MitoFish_mf_000872,Urogymnus asperrimus,Urogymnus,Dasyatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000872
MitoFish_mf_000873,Gymnura japonica,Gymnura,Gymnuridae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000873
MitoFish_mf_000874,Aetobatus narutobiei,Aetobatus,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000874
MitoFish_mf_000875,Aetobatus narinari,Aetobatus,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000875
MitoFish_mf_000876,Mobula alfredi,Mobula,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000876
MitoFish_mf_000877,Mobula japanica,Mobula,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000877
MitoFish_mf_000878,Mobula tarapacana,Mobula,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000878
MitoFish_mf_000879,Mobula thurstoni,Mobula,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000879
MitoFish_mf_000880,Myliobatis tobijei,Myliobatis,Myliobatidae,Myliobatiformes,Chondrichthyes,Chordata,MitoFish_mf_000880
MitoFish_mf_000881,Epinephelus lanceolatus,Epinephelus,Serranidae,Perciformes,Actinopteri,Chordata,MitoFish_mf_000881
MitoFish_mf_000883,Phtheirichthys lineatus,Phtheirichthys,Echeneidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000883
MitoFish_mf_000884,Phtheirichthys lineatus,Phtheirichthys,Echeneidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000884
MitoFish_mf_000885,Remora remora,Remora,Echeneidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000885
MitoFish_mf_000886,Scomberoides lysan,Scomberoides,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000886
MitoFish_mf_000888,Alectis ciliaris,Alectis,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000888
MitoFish_mf_000889,Selene vomer,Selene,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000889
MitoFish_mf_000890,Carangoides orthogrammus,Carangoides,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000890
MitoFish_mf_000891,Caranx ignobilis,Caranx,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000891
MitoFish_mf_000892,Selar crumenophthalmus,Selar,Carangidae,Carangiformes,Actinopteri,Chordata,MitoFish_mf_000892
MitoFish_mf_000893,Lutjanus bohar,Lutjanus,Lutjanidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_000893
MitoFish_mf_000895,Lutjanus kasmira,Lutjanus,Lutjanidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_000895
MitoFish_mf_000896,Lutjanus decussatus,Lutjanus,Lutjanidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_000896
MitoFish_mf_000897,Caesio cuning,Caesio,Lutjanidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_000897
MitoFish_mf_000898,Pterocaesio digramma,Pterocaesio,Lutjanidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_000898
MitoFish_mf_000899,Pterocaesio marri,Pterocaesio,Lutjanidae,Lutjaniformes,Actinopteri,Chordata,MitoFish_mf_000899
MitoFish_mf_000900,Gymnocranius griseus,Gymnocranius,Lethrinidae,Spariformes,Actinopteri,Chordata,MitoFish_mf_000900
MitoFish_mf_000901,Lethrinus genivittatus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,MitoFish_mf_000901
MitoFish_mf_000902,Lethrinus nebulosus,Lethrinus,Lethrinidae,Spariformes,Actinopteri,Chordata,MitoFish_mf_000902
